title,location,created,upvote_num,comment_num,word_count,file_name
“长辈去世葬礼上拒绝下跪磕头”这种行为为什么还会有许多人支持？不考虑办葬礼的主家会被人指指点点吗？,浙江,2026-03-08 18:08,52,3,153,“长辈去世葬礼上拒绝下跪磕头”这种行为为什么还会有许多人支持？不考虑办葬礼的主家会被人指指点点吗？_美味小土豆_2026-03-08_2014039861590524177.md
《EVA》中联合国军明明发现了常规武器对使徒没用，每次还是要徒劳地派部队攻击，不能直接上eva吗？,浙江,2025-11-27 15:36,12,0,211,《EVA》中联合国军明明发现了常规武器对使徒没用，每次还是要徒劳地派部队攻击，不能直接上eva吗？_美味小土豆_2025-11-27_1977400489634191177.md
《机动战士高达GQuuuuuuX 》已经完结，如何评价其大结局？对第二季有什么展望？,浙江,2025-07-03 16:09,21,1,737,《机动战士高达GQuuuuuuX 》已经完结，如何评价其大结局？对第二季有什么展望？_美味小土豆_2025-07-03_1924137765760643776.md
《灌篮高手》里，樱木花道长得那么帅，为什么还会被女生拒绝五十次？,浙江,2024-08-16 21:35,0,0,186,《灌篮高手》里，樱木花道长得那么帅，为什么还会被女生拒绝五十次？_美味小土豆_2024-08-16_3596798016.md
《高达0080：口袋里的战争》的剧情如同“神风特攻”，为什么却能表达出强烈的反战意味？,浙江,2025-09-01 10:15,56,5,278,《高达0080：口袋里的战争》的剧情如同“神风特攻”，为什么却能表达出强烈的反战意味？_美味小土豆_2025-09-01_1945791781347255433.md
《高达》那些改造女神是改造人。那么破坏游戏平衡了。对于那些普通的女主怎么办？有何补偿？,浙江,2025-05-13 13:09,2,2,15,《高达》那些改造女神是改造人。那么破坏游戏平衡了。对于那些普通的女主怎么办？有何补偿？_美味小土豆_2025-05-13_1905610701415911693.md
《黑猫警长》《葫芦娃》与同时期的外国动画相比，属于是什么水平？,浙江,2025-10-18 21:57,8,1,57,《黑猫警长》《葫芦娃》与同时期的外国动画相比，属于是什么水平？_美味小土豆_2025-10-18_1963000707717243766.md
「一见钟情」真的存在吗？这种现象的底层心理机制与逻辑是什么？,浙江,2025-09-06 03:29,9,0,248,「一见钟情」真的存在吗？这种现象的底层心理机制与逻辑是什么？_美味小土豆_2025-09-06_1947501653478572419.md
「恕我直言、说句不好听的、我不是批评你」之后的话经常会激发负面情绪，这些铺垫都导致破坏性沟通吗？,浙江,2024-12-29 20:00,1,1,81,「恕我直言、说句不好听的、我不是批评你」之后的话经常会激发负面情绪，这些铺垫都导致破坏性沟通吗？_美味小土豆_2024-12-29_66928303327.md
「懂事」是不是一种被驯化的妥协？,上海,2026-03-12 11:08,32,6,323,「懂事」是不是一种被驯化的妥协？_美味小土豆_2026-03-12_2015383544436896954.md
「老穷风」接替「老钱风」火了，精髓在哪？为什么现在年轻人都不「装」了？,浙江,2025-12-01 20:46,240,4,67,「老穷风」接替「老钱风」火了，精髓在哪？为什么现在年轻人都不「装」了？_美味小土豆_2025-12-01_1978927962540770677.md
一个人的创业能成功吗？,浙江,2024-07-05 00:12,0,0,63,一个人的创业能成功吗？_美味小土豆_2024-07-05_3551680288.md
一个体重 140 斤的成年男子面对一只 70 斤的狼，谁胜算更大？,浙江,2024-08-16 18:10,8,3,151,一个体重 140 斤的成年男子面对一只 70 斤的狼，谁胜算更大？_美味小土豆_2024-08-16_3596646283.md
一个反常识的社会真相：比你有钱的人，可能比你笨。你认同吗？,浙江,2025-09-30 12:11,8,0,1326,一个反常识的社会真相：比你有钱的人，可能比你笨。你认同吗？_美味小土豆_2025-09-30_1956330359458371219.md
一个喜欢你的男生在忙事业，精力有限不能提供情绪价值，他习惯自己抗事，怎么办？,浙江,2025-12-05 14:21,27,0,597,一个喜欢你的男生在忙事业，精力有限不能提供情绪价值，他习惯自己抗事，怎么办？_美味小土豆_2025-12-05_1980280588993847420.md
一个女孩不要一分彩礼就出嫁了，你们听见这样的事情的第一想法是什么？,浙江,2025-12-02 04:27,4,0,12,一个女孩不要一分彩礼就出嫁了，你们听见这样的事情的第一想法是什么？_美味小土豆_2025-12-02_1979043891962455213.md
一个女孩子陪你十年，她家里面要20万彩礼，合理吗？,浙江,2025-10-31 19:36,35,1,56,一个女孩子陪你十年，她家里面要20万彩礼，合理吗？_美味小土豆_2025-10-31_1967676360702034924.md
一个女生经常主动跟男生聊天，分享一些日常小事，是对那个男生有好感还是纯粹是普通朋友？,浙江,2025-10-19 21:20,51,6,39,一个女生经常主动跟男生聊天，分享一些日常小事，是对那个男生有好感还是纯粹是普通朋友？_美味小土豆_2025-10-19_1963353725448982845.md
一个女的约了三四次约不出来是不是要放弃？,浙江,2025-09-16 19:53,35,6,69,一个女的约了三四次约不出来是不是要放弃？_美味小土豆_2025-09-16_1951373134658778821.md
一个家境贫困的高中男生喜欢上家境优越的女同学，该如何克服经济差距追求她？,浙江,2025-12-31 17:02,50,4,189,一个家境贫困的高中男生喜欢上家境优越的女同学，该如何克服经济差距追求她？_美味小土豆_2025-12-31_1989743206578004489.md
一个普通人，如何有限地摆脱日复一日的枯燥日常？,浙江,2025-08-16 08:37,1,0,28,一个普通人，如何有限地摆脱日复一日的枯燥日常？_美味小土豆_2025-08-16_1939968952219469181.md
一个没有性张力的人的明显标志是什么？,浙江,2025-08-18 11:39,6,19,36,一个没有性张力的人的明显标志是什么？_美味小土豆_2025-08-18_1940739477879358962.md
一个漂亮却不善良的女生和一个不漂亮却善良的女生，男生会选哪个？,上海,2026-03-11 10:42,19,7,411,一个漂亮却不善良的女生和一个不漂亮却善良的女生，男生会选哪个？_美味小土豆_2026-03-11_2015014662912102835.md
一个男人的魅力体现在哪里？,浙江,2024-07-01 18:12,0,0,19,一个男人的魅力体现在哪里？_美味小土豆_2024-07-01_3548157016.md
一个男生说没你不能活，可以把命给你，但是房、车、钱都不能给你，到底是不是真爱？,浙江,2025-08-12 05:19,11,0,98,一个男生说没你不能活，可以把命给你，但是房、车、钱都不能给你，到底是不是真爱？_美味小土豆_2025-08-12_1938469702771934320.md
一个男的救了一个女孩的生命，女孩决定把自己的家产给他表达感激之情，这样做好吗?,浙江,2025-09-12 13:53,6,0,41,一个男的救了一个女孩的生命，女孩决定把自己的家产给他表达感激之情，这样做好吗__美味小土豆_2025-09-12_1949833099643971253.md
一个练过功夫的姑娘能打过一个没练过的男人吗？,浙江,2024-08-14 17:42,1,1,75,一个练过功夫的姑娘能打过一个没练过的男人吗？_美味小土豆_2024-08-14_3594397632.md
一个重达2吨的肥宅能不能赢泰森？,浙江,2026-01-15 17:39,244,39,529,一个重达2吨的肥宅能不能赢泰森？_美味小土豆_2026-01-15_1995188360315167770.md
一个非常漂亮的残疾女孩，会有人愿意娶吗？,浙江,2025-08-06 12:40,178,6,117,一个非常漂亮的残疾女孩，会有人愿意娶吗？_美味小土豆_2025-08-06_1936406171457159426.md
一只流浪狗犯错，却要所有流浪狗共同承担，这折射出了什么社会现实？,浙江,2024-08-24 22:40,16,2,257,一只流浪狗犯错，却要所有流浪狗共同承担，这折射出了什么社会现实？_美味小土豆_2024-08-24_3604975800.md
一段正常且健康的恋爱应该是什么样子的呢？,浙江,2025-09-06 02:02,45,0,45,一段正常且健康的恋爱应该是什么样子的呢？_美味小土豆_2025-09-06_1947479641066537043.md
一直以来彩礼都是敏感话题 我想问男生和女生对彩礼的真实看法?,浙江,2025-12-21 16:51,22,1,261,一直以来彩礼都是敏感话题 我想问男生和女生对彩礼的真实看法__美味小土豆_2025-12-21_1986116647422022773.md
一直克服不了处女情结怎么办？,浙江,2025-12-29 10:37,18,1,217,一直克服不了处女情结怎么办？_美味小土豆_2025-12-29_1988921516004491979.md
一米八这年头真的不算高个了吗?,浙江,2025-12-28 19:32,5,0,68,一米八这年头真的不算高个了吗__美味小土豆_2025-12-28_1988693782028370521.md
三寸金莲明明看起来很丑陋很恶心，为什么古人会以三寸金莲为美呢？,浙江,2025-07-04 01:15,103,26,59,三寸金莲明明看起来很丑陋很恶心，为什么古人会以三寸金莲为美呢？_美味小土豆_2025-07-04_1924275197034357897.md
三战全面爆发上海居民区安全吗？,浙江,2026-03-26 01:59,22,2,113,三战全面爆发上海居民区安全吗？_美味小土豆_2026-03-26_2020318835064976608.md
上海人到底怎么看待外地的女朋友的？,浙江,2025-11-24 18:48,8,4,42,上海人到底怎么看待外地的女朋友的？_美味小土豆_2025-11-24_1976361545433883459.md
上海人家庭只有一套房子外加现金350万，怎么才可以利益最大化?,浙江,2025-12-03 14:37,18,2,305,上海人家庭只有一套房子外加现金350万，怎么才可以利益最大化__美味小土豆_2025-12-03_1979559891707377016.md
上海人生孩子的意愿为什么比较低呢？,浙江,2025-08-13 15:17,3,0,27,上海人生孩子的意愿为什么比较低呢？_美味小土豆_2025-08-13_1938982374164665582.md
上海人真的都比较有钱吗？,浙江,2025-08-17 09:54,0,0,47,上海人真的都比较有钱吗？_美味小土豆_2025-08-17_1940350724560122160.md
上海堵车严重嘛?,浙江,2025-12-04 04:08,88,35,202,上海堵车严重嘛__美味小土豆_2025-12-04_1979763975089567088.md
上海的真实收入是怎样的?,浙江,2025-08-17 08:27,4,0,141,上海的真实收入是怎样的__美味小土豆_2025-08-17_1940328789746909374.md
上海迪士尼为什么老是有人打架？,浙江,2025-11-22 15:29,25,2,69,上海迪士尼为什么老是有人打架？_美味小土豆_2025-11-22_1975586591083865133.md
下一个创业风口你认为是什么？,浙江,2024-07-07 19:32,6,1,64,下一个创业风口你认为是什么？_美味小土豆_2024-07-07_3554453250.md
下个月就要过年了，一点过年的氛围都没有，你感觉到了吗？,浙江,2025-12-17 15:33,2,2,226,下个月就要过年了，一点过年的氛围都没有，你感觉到了吗？_美味小土豆_2025-12-17_1984647283464241852.md
不会家暴，没有大男子主义，想安安稳稳的娶个媳妇儿过日子也变得这么难了吗？,浙江,2026-03-20 15:16,10,0,174,不会家暴，没有大男子主义，想安安稳稳的娶个媳妇儿过日子也变得这么难了吗？_美味小土豆_2026-03-20_2018345267334763948.md
不懂为什么批判白幼瘦?,浙江,2025-08-15 22:58,3,0,97,不懂为什么批判白幼瘦__美味小土豆_2025-08-15_1939823327385452806.md
不放水、认真打的话，一个男人能同时打得过几个女人？,浙江,2024-06-27 17:54,0,0,68,不放水、认真打的话，一个男人能同时打得过几个女人？_美味小土豆_2024-06-27_3544111682.md
不栓绳遛狗时狗扑到别人身上了，被踢了一脚，是谁的错？,浙江,2025-09-19 18:47,7,0,93,不栓绳遛狗时狗扑到别人身上了，被踢了一脚，是谁的错？_美味小土豆_2025-09-19_1952443785083609928.md
不论主角光环，沙扎比和牛高达谁的性能更强？,浙江,2026-03-18 20:50,3,0,17,不论主角光环，沙扎比和牛高达谁的性能更强？_美味小土豆_2026-03-18_2017704569858172184.md
世界观究竟要如何设定才能让陆地战舰，巨型机甲这些东西变得合理？,浙江,2025-03-22 13:52,3,1,52,世界观究竟要如何设定才能让陆地战舰，巨型机甲这些东西变得合理？_美味小土豆_2025-03-22_129511761180.md
两个人频繁的聊天会产生爱意吗？,浙江,2025-09-06 17:24,16,0,37,两个人频繁的聊天会产生爱意吗？_美味小土豆_2025-09-06_1947711771235296587.md
两个变态谈恋爱是什么感觉？,浙江,2024-08-31 23:11,70,5,1175,两个变态谈恋爱是什么感觉？_美味小土豆_2024-08-31_3612090832.md
中产阶级家庭子女如何继续保持优势并超越父辈的财富积累？,上海,2025-08-24 13:02,7,2,55,中产阶级家庭子女如何继续保持优势并超越父辈的财富积累？_美味小土豆_2025-08-24_1942934825267864714.md
中国为什么不像西方人一样多喝牛奶多吃牛肉，从而更加强壮？,浙江,2025-10-21 07:47,122,35,204,中国为什么不像西方人一样多喝牛奶多吃牛肉，从而更加强壮？_美味小土豆_2025-10-21_1963873930629583671.md
中国为什么执着于任何产业都国产替代？,浙江,2025-05-18 15:00,2,0,56,中国为什么执着于任何产业都国产替代？_美味小土豆_2025-05-18_1907450549491709904.md
中国人这么多，为什么性资源稀缺?,浙江,2025-07-29 18:21,2,0,49,中国人这么多，为什么性资源稀缺__美味小土豆_2025-07-29_1933592934697107974.md
中国体育代表团 40 金收官，创境外奥运会参赛金牌数新纪录，如何评价本届奥运会中国体育代表团的表现？,浙江,2024-08-12 00:06,8,2,376,中国体育代表团 40 金收官，创境外奥运会参赛金牌数新纪录，如何评价本届奥运会中国体育代表团的表现？_美味小土豆_2024-08-12_3591361003.md
中国朋友们，你们怎样看待南京大屠杀?,浙江,2026-03-06 12:49,24,4,110,中国朋友们，你们怎样看待南京大屠杀__美味小土豆_2026-03-06_2013234834680611358.md
中国现在社会环境下，男生想找galgame女主一样的女朋友有可能吗？,浙江,2025-12-28 19:59,18,1,126,中国现在社会环境下，男生想找galgame女主一样的女朋友有可能吗？_美味小土豆_2025-12-28_1988700626327204263.md
中国的校服为什么这么难看？,浙江,2026-02-23 16:30,38,5,48,中国的校服为什么这么难看？_美味小土豆_2026-02-23_2009304144213721151.md
中国（大陆）未来嫖娼会合法化吗？,浙江,2026-01-10 14:49,20,2,506,中国（大陆）未来嫖娼会合法化吗？_美味小土豆_2026-01-10_1993333738688512216.md
为什么 Cosplay 圈不允许评价长相？,浙江,2025-08-11 12:51,2,0,29,为什么 Cosplay 圈不允许评价长相？_美味小土豆_2025-08-11_1938221073087829962.md
为什么00后都没有性了？,浙江,2025-10-24 09:25,1512,196,31,为什么00后都没有性了？_美味小土豆_2025-10-24_1964985921494558118.md
为什么144小时免签的vlog老外都说中国街道安静？,浙江,2024-06-27 13:36,7,1,52,为什么144小时免签的vlog老外都说中国街道安静？_美味小土豆_2024-06-27_3543825152.md
为什么90年代至今的日本动漫中，「辣妹」角色的人物形象普遍好转？,浙江,2024-08-12 22:40,203,15,1174,为什么90年代至今的日本动漫中，「辣妹」角色的人物形象普遍好转？_美味小土豆_2024-08-12_3592393857.md
为什么985高富帅男不喜欢同为985的我而喜欢我一本的朋友？,浙江,2025-09-03 00:22,8,0,75,为什么985高富帅男不喜欢同为985的我而喜欢我一本的朋友？_美味小土豆_2025-09-03_1946367470031053177.md
为什么AV在日本是合法的？日本人怎么看待AV？,浙江,2025-08-15 07:56,0,0,31,为什么AV在日本是合法的？日本人怎么看待AV？_美味小土豆_2025-08-15_1939596252581966123.md
为什么JK对男生那么有吸引力？,浙江,2025-09-10 00:09,15,2,627,为什么JK对男生那么有吸引力？_美味小土豆_2025-09-10_1948900912962708587.md
为什么“不被定义”不被男生追捧？,上海,2026-03-12 14:13,5,0,124,为什么“不被定义”不被男生追捧？_美味小土豆_2026-03-12_2015430315951269655.md
为什么“法拉利老了还是法拉利”这个梗突然火?,上海,2025-08-20 17:27,1006,292,101,为什么“法拉利老了还是法拉利”这个梗突然火__美味小土豆_2025-08-20_1941552010970240471.md
为什么《狂飙》里的高启兰戴上眼镜那么美？,浙江,2025-09-29 14:03,35,5,97,为什么《狂飙》里的高启兰戴上眼镜那么美？_美味小土豆_2025-09-29_1955996153821782531.md
为什么《金瓶梅》里的人都像疯了一样纵欲？,浙江,2026-02-03 08:25,54,9,12,为什么《金瓶梅》里的人都像疯了一样纵欲？_美味小土豆_2026-02-03_2001934280281056615.md
为什么「情绪价值」成为了当代年轻人择偶的「硬通货」？,浙江,2025-09-27 10:29,1,0,27,为什么「情绪价值」成为了当代年轻人择偶的「硬通货」？_美味小土豆_2025-09-27_1955217362983843226.md
为什么「老派男友」成为现在婚恋市场香饽饽？反映了当下年轻人怎样的审美或需求变化？,浙江,2025-09-10 00:50,12,0,108,为什么「老派男友」成为现在婚恋市场香饽饽？反映了当下年轻人怎样的审美或需求变化？_美味小土豆_2025-09-10_1948911101195576739.md
为什么一个女生真的能一直单身？,上海,2026-03-10 15:43,21,4,60,为什么一个女生真的能一直单身？_美味小土豆_2026-03-10_2014728004576765495.md
为什么一些人说被包养的女性普通人根本遇不到？被包养的女性后来都怎么样了？,浙江,2025-08-15 15:25,2,1,48,为什么一些人说被包养的女性普通人根本遇不到？被包养的女性后来都怎么样了？_美味小土豆_2025-08-15_1939709212834899405.md
为什么一些大龄剩男觉得自己可以娶20-25岁年轻姑娘？,浙江,2025-08-15 22:14,54,3,61,为什么一些大龄剩男觉得自己可以娶20-25岁年轻姑娘？_美味小土豆_2025-08-15_1939812088244606372.md
为什么一些网红饭店喜欢立「老板脾气不好、规矩多」等人设？,浙江,2025-10-26 10:28,18,1,164,为什么一些网红饭店喜欢立「老板脾气不好、规矩多」等人设？_美味小土豆_2025-10-26_1965726547991331632.md
为什么一些颜值一般的女生有很多人追求？,浙江,2025-09-05 15:48,7,3,257,为什么一些颜值一般的女生有很多人追求？_美味小土豆_2025-09-05_1947325207225303784.md
为什么一句“你有没有可乐喝”会在全网刷屏？,浙江,2025-11-22 15:11,61,8,78,为什么一句“你有没有可乐喝”会在全网刷屏？_美味小土豆_2025-11-22_1975582103363133873.md
