file_name,title,created,upvote_num,word_count,token_count,fp_count,fp_ratio,strong_neg_count,strong_neg_ratio,abs_count,abs_ratio,somatic_count,somatic_ratio,death_count,death_ratio,passive_per_100s,theme,narrative_agency,intellectualization,projection
DeepSeek从年初的“国运级”到现在的热度减退，到底哪里出问题了？_美味小土豆_2025-08-11_1938119460855711038.md,DeepSeek从年初的“国运级”到现在的热度减退，到底哪里出问题了？,2025-08-11 06:08,57,146,99,4,0.0404,0,0.0,0,0.0,0,0.0,0,0.0,0.0,AI 幻觉，编造事实，模型缺陷,主动,否,否
DeepSeek会不会写小说__美味小土豆_2025-03-06_118069517542.md,DeepSeek会不会写小说?,2025-03-06 19:58,4,1934,1364,16,0.0117,0,0.0,0,0.0,0,0.0,0,0.0,1.18,AI 辅助，台词润色，专业细节，角色塑造，创作提效,主动,否,否
NTR作品中真的可以代入女主或者苦主获得快感吗？_美味小土豆_2025-10-19_1963238464427374383.md,NTR作品中真的可以代入女主或者苦主获得快感吗？,2025-10-19 13:42,51,318,222,7,0.0315,0,0.0,0,0.0,1,0.0045,0,0.0,5.71,NTR，女性向，苦主，后悔，亚撒西,主动,否,否
chatGPT 会带来失业潮吗？_美味小土豆_2024-07-12_3559200912.md,chatGPT 会带来失业潮吗？,2024-07-12 07:05,1,263,184,9,0.0489,0,0.0,0,0.0,0,0.0,0,0.0,0.0,AI，设计，效率，商业，独立,主动,否,否
xhs看到的帖子，公司流动资产九位数、a10独生普男配不上家资千万985独生院花或女方资产十位数吗？_美味小土豆_2025-12-09_1981784917844185661.md,xhs看到的帖子，公司流动资产九位数、a10独生普男配不上家资千万985独生院花或女方资产十位数吗？,2025-12-09 17:59,708,1477,1045,55,0.0526,0,0.0,0,0.0,0,0.0,0,0.0,3.7,贫穷，二代，恋爱，身家，关系,被动,否,否
“一夫一妻制保护了穷男的利益”这个说法逻辑上是否有缺陷？_美味小土豆_2026-03-19_2017967088476644232.md,“一夫一妻制保护了穷男的利益”这个说法逻辑上是否有缺陷？,2026-03-19 14:14,38,303,207,1,0.0048,0,0.0,0,0.0,0,0.0,0,0.0,0.0,女生，喜欢，不图名分，自由奔放，彩礼,被动,否,是
“动画是给小孩子看的”是中国动画产业没落的底层逻辑吗？_美味小土豆_2024-07-19_3567103064.md,“动画是给小孩子看的”是中国动画产业没落的底层逻辑吗？,2024-07-19 17:31,5,326,202,1,0.005,0,0.0,2,0.0099,0,0.0,0,0.0,0.0,商业生存，子供向，私货反差，产业土壤，务实创作,被动,否,否
“吃喝嫖赌”这个词，明明“吃喝”是人类正常的生活需求，可是为什么和“嫖赌”两个堕落的恶习相提并论呢？_美味小土豆_2025-10-18_1962877888853419131.md,“吃喝嫖赌”这个词，明明“吃喝”是人类正常的生活需求，可是为什么和“嫖赌”两个堕落的恶习相提并论呢？,2025-10-18 13:49,52,908,633,37,0.0585,0,0.0,0,0.0,4,0.0063,0,0.0,1.3,酗酒，逃避，堕落，孤独，放纵,主动,否,否
“失足”工作习惯了的女人还能从良吗__美味小土豆_2025-09-24_1954203546674246639.md,“失足”工作习惯了的女人还能从良吗?,2025-09-24 15:20,4549,796,551,6,0.0109,0,0.0,0,0.0,0,0.0,0,0.0,0.0,隐蔽，短期，伪装，快钱，难辨,被动,否,否
“女士优先”“打架不打女生”到底有没有歧视女性的含义然后人们墨守成规呢？求解答__美味小土豆_2026-03-28_2021130686455621323.md,“女士优先”“打架不打女生”到底有没有歧视女性的含义然后人们墨守成规呢？求解答?,2026-03-28 07:45,8,276,200,13,0.065,0,0.0,0,0.0,0,0.0,0,0.0,0.0,利益至上，表面绅士，灵活变通，避免冲突，实用主义,主动,否,否
“女子的贞洁从不在罗裙之下”这句话怎么去理解？_美味小土豆_2024-08-14_3594535483.md,“女子的贞洁从不在罗裙之下”这句话怎么去理解？,2024-08-14 20:26,11,129,89,9,0.1011,0,0.0,0,0.0,0,0.0,0,0.0,0.0,坦诚，不虚伪，性癖，不强迫，私生活,被动,否,否
“如果允许多妾制，女性宁愿去当富贵人家的第1001房小妾，也不跟你结婚”，如何看待这种观点？_美味小土豆_2026-03-10_2014631147896861610.md,“如果允许多妾制，女性宁愿去当富贵人家的第1001房小妾，也不跟你结婚”，如何看待这种观点？,2026-03-10 09:18,22,134,97,1,0.0103,0,0.0,0,0.0,0,0.0,0,0.0,0.0,多角关系，共侍一夫，情感选择，拒绝婚姻，妾室地位,被动,否,否
“小黄毛”群体真能与清北这类顶尖院校的女生产生交集吗？为何总有人吹捧“乖乖女会被小黄毛吸引”？_美味小土豆_2025-11-22_1975655512747037354.md,“小黄毛”群体真能与清北这类顶尖院校的女生产生交集吗？为何总有人吹捧“乖乖女会被小黄毛吸引”？,2025-11-22 20:03,168,264,195,10,0.0513,0,0.0,0,0.0,0,0.0,0,0.0,0.0,日潮，不良，中二，黑道，富家女,主动,否,否
“活在自己的世界”里难道不是优点吗？这代表专注，不受外界打扰。为什么总被批评？这是PUA吗？_美味小土豆_2024-08-16_3596784779.md,“活在自己的世界”里难道不是优点吗？这代表专注，不受外界打扰。为什么总被批评？这是PUA吗？,2024-08-16 21:18,14,1381,979,35,0.0358,0,0.0,3,0.0031,3,0.0031,0,0.0,0.0,活在自己世界，自私，洒脱，运气，代价,被动,否,否
“男性去责任化”是好还是不好？_美味小土豆_2026-03-08_2014052575272518951.md,“男性去责任化”是好还是不好？,2026-03-08 18:59,257,113,86,3,0.0349,0,0.0,0,0.0,0,0.0,0,0.0,0.0,去责任化，男性魅力，松弛感，自我关注，吸引力,主动,否,否
“长辈去世葬礼上拒绝下跪磕头”这种行为为什么还会有许多人支持？不考虑办葬礼的主家会被人指指点点吗？_美味小土豆_2026-03-08_2014039861590524177.md,“长辈去世葬礼上拒绝下跪磕头”这种行为为什么还会有许多人支持？不考虑办葬礼的主家会被人指指点点吗？,2026-03-08 18:08,52,153,112,13,0.1161,0,0.0,0,0.0,0,0.0,0,0.0,0.0,葬礼，下跪，尊重，自我，差异,主动,否,否
《EVA》中联合国军明明发现了常规武器对使徒没用，每次还是要徒劳地派部队攻击，不能直接上eva吗？_美味小土豆_2025-11-27_1977400489634191177.md,《EVA》中联合国军明明发现了常规武器对使徒没用，每次还是要徒劳地派部队攻击，不能直接上eva吗？,2025-11-27 15:36,12,211,138,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,庵野秀明，特摄，解构，私货，昭和,被动,否,否
《机动战士高达GQuuuuuuX 》已经完结，如何评价其大结局？对第二季有什么展望？_美味小土豆_2025-07-03_1924137765760643776.md,《机动战士高达GQuuuuuuX 》已经完结，如何评价其大结局？对第二季有什么展望？,2025-07-03 16:09,21,737,523,9,0.0172,0,0.0,0,0.0,1,0.0019,0,0.0,1.43,高达 GQX，清爽，去政治化，角色驱动，吸引新观众,被动,否,是
《灌篮高手》里，樱木花道长得那么帅，为什么还会被女生拒绝五十次？_美味小土豆_2024-08-16_3596798016.md,《灌篮高手》里，樱木花道长得那么帅，为什么还会被女生拒绝五十次？,2024-08-16 21:35,0,186,123,8,0.065,0,0.0,0,0.0,0,0.0,0,0.0,0.0,樱木花道，审美变迁，病弱美少年，身高自卑，体育生,被动,否,是
《高达0080：口袋里的战争》的剧情如同“神风特攻”，为什么却能表达出强烈的反战意味？_美味小土豆_2025-09-01_1945791781347255433.md,《高达0080：口袋里的战争》的剧情如同“神风特攻”，为什么却能表达出强烈的反战意味？,2025-09-01 10:15,56,278,198,3,0.0152,0,0.0,0,0.0,0,0.0,0,0.0,4.17,自我牺牲，反战，人性，救赎，烈士,被动,否,否
「一见钟情」真的存在吗？这种现象的底层心理机制与逻辑是什么？_美味小土豆_2025-09-06_1947501653478572419.md,「一见钟情」真的存在吗？这种现象的底层心理机制与逻辑是什么？,2025-09-06 03:29,9,248,179,1,0.0056,0,0.0,0,0.0,0,0.0,0,0.0,0.0,一见钟情，首因效应，拒绝技巧，残酷现实，瞬间决定,被动,否,否
「懂事」是不是一种被驯化的妥协？_美味小土豆_2026-03-12_2015383544436896954.md,「懂事」是不是一种被驯化的妥协？,2026-03-12 11:08,32,323,245,25,0.102,0,0.0,2,0.0082,0,0.0,0,0.0,6.67,双标，嘴甜，伪装，驯化，反讽,主动,否,否
一个体重 140 斤的成年男子面对一只 70 斤的狼，谁胜算更大？_美味小土豆_2024-08-16_3596646283.md,一个体重 140 斤的成年男子面对一只 70 斤的狼，谁胜算更大？,2024-08-16 18:10,8,151,109,7,0.0642,0,0.0,0,0.0,0,0.0,0,0.0,0.0,野狗，搏斗，威吓，受伤，驯服,混合,否,否
一个反常识的社会真相：比你有钱的人，可能比你笨。你认同吗？_美味小土豆_2025-09-30_1956330359458371219.md,一个反常识的社会真相：比你有钱的人，可能比你笨。你认同吗？,2025-09-30 12:11,8,1326,981,38,0.0387,3,0.0031,3,0.0031,1,0.001,0,0.0,0.81,有钱人，好骗，冷漠，路痴，贪婪,主动,否,否
一个喜欢你的男生在忙事业，精力有限不能提供情绪价值，他习惯自己抗事，怎么办？_美味小土豆_2025-12-05_1980280588993847420.md,一个喜欢你的男生在忙事业，精力有限不能提供情绪价值，他习惯自己抗事，怎么办？,2025-12-05 14:21,27,597,454,23,0.0507,0,0.0,0,0.0,0,0.0,0,0.0,0.0,婚姻，不爱，备品，消亡,主动,否,否
一个家境贫困的高中男生喜欢上家境优越的女同学，该如何克服经济差距追求她？_美味小土豆_2025-12-31_1989743206578004489.md,一个家境贫困的高中男生喜欢上家境优越的女同学，该如何克服经济差距追求她？,2025-12-31 17:02,50,189,145,4,0.0276,0,0.0,0,0.0,0,0.0,0,0.0,0.0,经济差距，自信洒脱，拒绝自卑，直接莽撞，专注学业,主动,否,否
一个漂亮却不善良的女生和一个不漂亮却善良的女生，男生会选哪个？_美味小土豆_2026-03-11_2015014662912102835.md,一个漂亮却不善良的女生和一个不漂亮却善良的女生，男生会选哪个？,2026-03-11 10:42,19,411,290,5,0.0172,0,0.0,0,0.0,0,0.0,0,0.0,9.68,漂亮，善良，邪恶，征服，安全感,被动,否,是
一个重达2吨的肥宅能不能赢泰森？_美味小土豆_2026-01-15_1995188360315167770.md,一个重达2吨的肥宅能不能赢泰森？,2026-01-15 17:39,244,529,360,1,0.0028,0,0.0,0,0.0,0,0.0,0,0.0,0.0,南美细齿巨熊，四米人类，骨骼强度，掌力，泰森,主动,是,否
一个非常漂亮的残疾女孩，会有人愿意娶吗？_美味小土豆_2025-08-06_1936406171457159426.md,一个非常漂亮的残疾女孩，会有人愿意娶吗？,2025-08-06 12:40,178,117,94,5,0.0532,0,0.0,0,0.0,0,0.0,0,0.0,0.0,反差，幽默，爱情，承诺，荒诞,被动,否,否
一只流浪狗犯错，却要所有流浪狗共同承担，这折射出了什么社会现实？_美味小土豆_2024-08-24_3604975800.md,一只流浪狗犯错，却要所有流浪狗共同承担，这折射出了什么社会现实？,2024-08-24 22:40,16,257,174,9,0.0517,0,0.0,0,0.0,0,0.0,0,0.0,12.5,德牧，流浪，原罪，保护，责任,主动,否,否
一直以来彩礼都是敏感话题 我想问男生和女生对彩礼的真实看法__美味小土豆_2025-12-21_1986116647422022773.md,一直以来彩礼都是敏感话题 我想问男生和女生对彩礼的真实看法?,2025-12-21 16:51,22,261,186,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,彩礼，买卖，爱情，诚信，背叛,被动,否,是
一直克服不了处女情结怎么办？_美味小土豆_2025-12-29_1988921516004491979.md,一直克服不了处女情结怎么办？,2025-12-29 10:37,18,217,154,0,0.0,0,0.0,0,0.0,1,0.0065,0,0.0,4.0,处女情节，心理失衡，荒谬建议，性压抑，讽刺,主动,否,是
三战全面爆发上海居民区安全吗？_美味小土豆_2026-03-26_2020318835064976608.md,三战全面爆发上海居民区安全吗？,2026-03-26 01:59,22,113,75,1,0.0133,0,0.0,0,0.0,0,0.0,0,0.0,7.69,上海，防空洞，历史，探险，战争,主动,否,否
上海人家庭只有一套房子外加现金350万，怎么才可以利益最大化__美味小土豆_2025-12-03_1979559891707377016.md,上海人家庭只有一套房子外加现金350万，怎么才可以利益最大化?,2025-12-03 14:37,18,305,206,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,利益最大化，不买房，低欲望，吃利息，躺平,主动,否,否
上海堵车严重嘛__美味小土豆_2025-12-04_1979763975089567088.md,上海堵车严重嘛?,2025-12-04 04:08,88,202,153,7,0.0458,0,0.0,0,0.0,0,0.0,0,0.0,0.0,上海，交通，拥堵，地铁，迷路,被动,否,否
上海的真实收入是怎样的__美味小土豆_2025-08-17_1940328789746909374.md,上海的真实收入是怎样的?,2025-08-17 08:27,4,141,88,1,0.0114,0,0.0,0,0.0,0,0.0,0,0.0,0.0,上海，低薪，求稳，躺平，内卷,主动,否,是
下个月就要过年了，一点过年的氛围都没有，你感觉到了吗？_美味小土豆_2025-12-17_1984647283464241852.md,下个月就要过年了，一点过年的氛围都没有，你感觉到了吗？,2025-12-17 15:33,2,226,151,2,0.0132,0,0.0,0,0.0,0,0.0,0,0.0,0.0,春节，准备，年货，氛围，团聚,主动,否,否
不会家暴，没有大男子主义，想安安稳稳的娶个媳妇儿过日子也变得这么难了吗？_美味小土豆_2026-03-20_2018345267334763948.md,不会家暴，没有大男子主义，想安安稳稳的娶个媳妇儿过日子也变得这么难了吗？,2026-03-20 15:16,10,174,127,2,0.0157,0,0.0,0,0.0,0,0.0,0,0.0,0.0,自我放逐，劣质资产，自我阉割，大男子主义，接盘,主动,否,否
两个变态谈恋爱是什么感觉？_美味小土豆_2024-08-31_3612090832.md,两个变态谈恋爱是什么感觉？,2024-08-31 23:11,70,1175,840,41,0.0488,0,0.0,3,0.0036,1,0.0012,0,0.0,10.39,变态，恋爱，疯批，刺激，毁灭,混合,否,否
中国为什么不像西方人一样多喝牛奶多吃牛肉，从而更加强壮？_美味小土豆_2025-10-21_1963873930629583671.md,中国为什么不像西方人一样多喝牛奶多吃牛肉，从而更加强壮？,2025-10-21 07:47,122,204,145,7,0.0483,0,0.0,0,0.0,0,0.0,0,0.0,0.0,体育生，牛奶，牛肉，身高，体力,被动,否,否
中国体育代表团 40 金收官，创境外奥运会参赛金牌数新纪录，如何评价本届奥运会中国体育代表团的表现？_美味小土豆_2024-08-12_3591361003.md,中国体育代表团 40 金收官，创境外奥运会参赛金牌数新纪录，如何评价本届奥运会中国体育代表团的表现？,2024-08-12 00:06,8,376,242,5,0.0207,0,0.0,0,0.0,0,0.0,0,0.0,4.0,中国奥运，金牌第一，舆论反转，民族自豪，精神快乐,被动,否,是
中国朋友们，你们怎样看待南京大屠杀__美味小土豆_2026-03-06_2013234834680611358.md,中国朋友们，你们怎样看待南京大屠杀?,2026-03-06 12:49,24,110,81,6,0.0741,0,0.0,0,0.0,0,0.0,0,0.0,0.0,南京大屠杀，历史创伤，认知粉碎，沉默震撼，立场虚无,被动,否,否
中国现在社会环境下，男生想找galgame女主一样的女朋友有可能吗？_美味小土豆_2025-12-28_1988700626327204263.md,中国现在社会环境下，男生想找galgame女主一样的女朋友有可能吗？,2025-12-28 19:59,18,126,86,1,0.0116,0,0.0,0,0.0,0,0.0,0,0.0,0.0,galgame，角色塑造，现实映射，英梨梨，反差萌,主动,否,否
中国（大陆）未来嫖娼会合法化吗？_美味小土豆_2026-01-10_1993333738688512216.md,中国（大陆）未来嫖娼会合法化吗？,2026-01-10 14:49,20,506,364,19,0.0522,0,0.0,0,0.0,0,0.0,0,0.0,0.0,卖淫合法化，拐骗风险，家庭悲剧，受害者，道德沦丧,被动,否,是
为什么90年代至今的日本动漫中，「辣妹」角色的人物形象普遍好转？_美味小土豆_2024-08-12_3592393857.md,为什么90年代至今的日本动漫中，「辣妹」角色的人物形象普遍好转？,2024-08-12 22:40,203,1174,890,9,0.0101,0,0.0,1,0.0011,0,0.0,0,0.0,0.0,辣妹，媚宅，死宅，脱毒，性癖,被动,是,是
为什么JK对男生那么有吸引力？_美味小土豆_2025-09-10_1948900912962708587.md,为什么JK对男生那么有吸引力？,2025-09-10 00:09,15,627,466,7,0.015,0,0.0,0,0.0,0,0.0,0,0.0,0.0,JK 制服，青春感，外貌加分，搭配技巧，美好回忆,主动,否,否
为什么“不被定义”不被男生追捧？_美味小土豆_2026-03-12_2015430315951269655.md,为什么“不被定义”不被男生追捧？,2026-03-12 14:13,5,124,83,7,0.0843,0,0.0,0,0.0,0,0.0,0,0.0,8.33,性别认知，女浴室，刷下限，变态，挑衅,主动,否,否
为什么“法拉利老了还是法拉利”这个梗突然火__美味小土豆_2025-08-20_1941552010970240471.md,为什么“法拉利老了还是法拉利”这个梗突然火?,2025-08-20 17:27,1006,101,95,1,0.0105,0,0.0,0,0.0,0,0.0,0,0.0,0.0,雄猫，不老男神，少年感，猫党，经典,被动,否,否
为什么「老派男友」成为现在婚恋市场香饽饽？反映了当下年轻人怎样的审美或需求变化？_美味小土豆_2025-09-10_1948911101195576739.md,为什么「老派男友」成为现在婚恋市场香饽饽？反映了当下年轻人怎样的审美或需求变化？,2025-09-10 00:50,12,108,78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13.33,舔狗，ATM 机，龟男，吸金，恋爱观,被动,否,是
为什么一些网红饭店喜欢立「老板脾气不好、规矩多」等人设？_美味小土豆_2025-10-26_1965726547991331632.md,为什么一些网红饭店喜欢立「老板脾气不好、规矩多」等人设？,2025-10-26 10:28,18,164,115,9,0.0783,0,0.0,0,0.0,0,0.0,0,0.0,7.69,服务态度，老板脾气，拒绝推荐，安静用餐，上海德兴馆,主动,否,否
为什么一些颜值一般的女生有很多人追求？_美味小土豆_2025-09-05_1947325207225303784.md,为什么一些颜值一般的女生有很多人追求？,2025-09-05 15:48,7,257,185,5,0.027,0,0.0,0,0.0,0,0.0,0,0.0,0.0,功利心，性价比，娶妻娶贤，普通颜值，择偶观,被动,否,是
为什么一般人不建议住别墅__美味小土豆_2025-07-16_1928725159600185817.md,为什么一般人不建议住别墅?,2025-07-16 07:58,42,235,166,3,0.0181,0,0.0,0,0.0,0,0.0,0,0.0,0.0,大房子，爬楼累，电费高，难打扫，难找物,被动,否,否
为什么上海本地人普遍觉得家里只要有房有车无贷，就可以找份工作随便干干就行了？_美味小土豆_2025-08-24_1942912292585998233.md,为什么上海本地人普遍觉得家里只要有房有车无贷，就可以找份工作随便干干就行了？,2025-08-24 11:33,21,145,101,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,上海，父母，稳定，包办，躺平,被动,否,否
为什么上海没有任何一条地铁通到海边，上海人不喜欢去海边散步吗？_美味小土豆_2026-02-28_2011221145798594969.md,为什么上海没有任何一条地铁通到海边，上海人不喜欢去海边散步吗？,2026-02-28 23:28,1,280,189,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,上海，海边，泥泞，遥远，不值,被动,否,否
为什么不喜欢现实中的未成年女性，却喜欢二次元中的未成年女性呢？_美味小土豆_2025-05-06_1903046386242520003.md,为什么不喜欢现实中的未成年女性，却喜欢二次元中的未成年女性呢？,2025-05-06 11:20,14,130,85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,二次元，商业设计，中年妈妈桑，现实对比,主动,否,是
为什么中国JK无法拍出日本JK的感觉__美味小土豆_2024-07-16_3563895832.md,为什么中国JK无法拍出日本JK的感觉?,2024-07-16 18:23,261,132,93,3,0.0323,0,0.0,0,0.0,0,0.0,0,0.0,0.0,JK 制服，背德感，校服，性幻想，道德争议,被动,否,否
为什么中国军人里没有听说有得了 PTSD 的？_美味小土豆_2026-02-27_2010542117202727901.md,为什么中国军人里没有听说有得了 PTSD 的？,2026-02-27 02:29,22,135,82,1,0.0122,0,0.0,1,0.0122,0,0.0,0,0.0,0.0,南京大屠杀，集体沉默，战争创伤，PTSD，历史记忆,被动,否,否
为什么中国动漫赶不上日本动漫，究竟差在哪里？_美味小土豆_2025-08-19_1941038996252754729.md,为什么中国动漫赶不上日本动漫，究竟差在哪里？,2025-08-19 07:29,2,207,141,6,0.0426,0,0.0,0,0.0,0,0.0,0,0.0,0.0,商业企划，市场导向，个人表达，作者心境，盈利模式,被动,否,是
为什么中国小男生的发型以短发、寸头居多呢？_美味小土豆_2025-11-15_1972827147036013779.md,为什么中国小男生的发型以短发、寸头居多呢？,2025-11-15 00:44,47,137,96,8,0.0833,0,0.0,0,0.0,0,0.0,0,0.0,20.0,童年噩梦，强迫做头发，发型优势,被动,否,否
为什么中国很多男人这么卑微，愿当舔狗？_美味小土豆_2024-06-28_3544971202.md,为什么中国很多男人这么卑微，愿当舔狗？,2024-06-28 13:34,1,383,266,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,社会规训，恋爱攻略，舔狗文化，本质问题，双向吸引,被动,否,是
为什么中国有很多青年人非常愿意去了解 IJN（旧日本帝国海军）？_美味小土豆_2025-10-30_1967285866515899800.md,为什么中国有很多青年人非常愿意去了解 IJN（旧日本帝国海军）？,2025-10-30 17:45,214,411,298,4,0.0134,0,0.0,0,0.0,0,0.0,0,0.0,0.0,大中华帝国，联合舰队，爽点，cosplay，军迷,被动,否,是
为什么中国男生普遍嫌弃外国人身上的味道，女生却没有这个问题呢？_美味小土豆_2025-09-04_1947053983341458989.md,为什么中国男生普遍嫌弃外国人身上的味道，女生却没有这个问题呢？,2025-09-04 21:50,29,139,101,1,0.0099,0,0.0,0,0.0,0,0.0,0,0.0,0.0,体味，荷尔蒙，性息素，肉体，欧美,主动,否,否
为什么二次元肥宅们都是单身，却那么害怕牛？_美味小土豆_2025-04-11_1894142527633875714.md,为什么二次元肥宅们都是单身，却那么害怕牛？,2025-04-11 21:39,375,159,114,1,0.0088,0,0.0,1,0.0088,0,0.0,0,0.0,0.0,二次元，角色，忠诚度，氪金，炎上,被动,否,是
为什么人们对猫容忍度那么高，而对狗却严厉残酷？_美味小土豆_2024-08-19_3599150420.md,为什么人们对猫容忍度那么高，而对狗却严厉残酷？,2024-08-19 12:18,16,169,119,4,0.0336,0,0.0,0,0.0,0,0.0,0,0.0,0.0,边牧，猫，性格，管理，对比,主动,否,否
为什么人们通常不相信漂亮女孩是一个工程师？_美味小土豆_2025-06-01_1912423966250874666.md,为什么人们通常不相信漂亮女孩是一个工程师？,2025-06-01 08:23,766,560,392,10,0.0255,0,0.0,0,0.0,0,0.0,0,0.0,2.7,反差，硬核，专注，真实，帅气,被动,否,否
为什么以前的人常说「忠言逆耳利于行」，现在却流行「情绪价值是第一生产力」__美味小土豆_2026-01-05_1991479363368141527.md,为什么以前的人常说「忠言逆耳利于行」，现在却流行「情绪价值是第一生产力」?,2026-01-05 12:01,19,223,167,1,0.006,0,0.0,0,0.0,0,0.0,0,0.0,19.05,尊重，独立，体验，边界，包容,被动,否,否
为什么会有男人喜欢小骨架的女性？_美味小土豆_2026-03-23_2019476256098381912.md,为什么会有男人喜欢小骨架的女性？,2026-03-23 18:10,38,405,284,2,0.007,0,0.0,2,0.007,0,0.0,0,0.0,3.23,小骨架，容错率，女人味，上镜，吸引力,被动,否,是
为什么作为一个极其喜欢动漫的人，去了漫展反而觉得更孤独了？_美味小土豆_2025-05-19_1907825713224062307.md,为什么作为一个极其喜欢动漫的人，去了漫展反而觉得更孤独了？,2025-05-19 15:51,1,101,64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,二次元，小圈子，孤独感，社交难，线下活动,被动,否,是
为什么全民进入“性萧条”时代了？_美味小土豆_2026-03-07_2013612776900305047.md,为什么全民进入“性萧条”时代了？,2026-03-07 13:51,30,271,187,7,0.0374,0,0.0,0,0.0,0,0.0,0,0.0,0.0,漫展，Cosplay，性萧条，露出，搭讪,主动,否,否
为什么初高中生执着于早恋？_美味小土豆_2025-08-22_1942318307765105214.md,为什么初高中生执着于早恋？,2025-08-22 20:12,16,135,93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.33,恋爱，成长，误解，算计，开窍,主动,否,是
